A.1 Expected Annual Damage,A.1 Dike Investment Costs,A.1_Expected Number of Deaths,A.2 Expected Annual Damage,A.2 Dike Investment Costs,A.2_Expected Number of Deaths,A.3 Expected Annual Damage,A.3 Dike Investment Costs,A.3_Expected Number of Deaths,A.4 Expected Annual Damage,A.4 Dike Investment Costs,A.4_Expected Number of Deaths,A.5 Expected Annual Damage,A.5 Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,27124949.890302762,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,27124949.890302762,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,16606788.93735812,0,0.008726052702825823,0.0,0,0.0,0.0,0.0
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,27124949.890302762,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,27124949.890302762,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,27124949.890302762,0,0.014174705890598955,6205056.2241263185,0,0.0064014117816125786,0.0,0.0
1035959973.9153531,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,29376354.781734202,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
1012599760.9657574,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,28713937.390461266,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
821132157.4178329,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,23284557.49871282,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
956563964.0996478,0,0.7664411585264588,0.0,0,0.0,0.0,0,0.0,27124949.890302762,0,0.014174705890598955,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3143086637.5922384,0,2.0309323264132306,0.0,0,0.0,31685015.53556701,0,0.054061700236360165,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,24930837.724159375,0,0.042552863899008544,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
172818102.29468584,0,0.12042754783782106,9503189.47121958,0,0.00897733248699909,544259582.7120878,0,0.9395001753165617,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,74961740.77719976,0,0.06289874755685429,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3799896164.939765,0,2.0114670322533215,0.0,0,0.0,20662728.104351114,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3119165444.945123,0,2.0114670322533215,0.0,0,0.0,16961112.8051469,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2904178291.40402,0,2.0114670322533215,0.0,0,0.0,15792075.308666091,0,0.028979067924115483,0.0,0,0.0,0.0,0,0.0,0.0,0.0
198622735.21048665,0,0.12042754783782106,853209632.7554502,0,0.6329637138554616,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3612402038.170621,0,2.0309323264132306,134224183.6792964,0,0.09724554420143991,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,5099188.868434663,0,0.004138465487986924,0.0,0,0.0,0.0,0,0.0,287997090.03380513,0,0.22307444241463478,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,9104281.59985447,0,0.013452583801616874,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
163217108.5312368,0,0.12249381048282916,697852335.9661722,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
213557158.86870214,0,0.12249381048282916,913086645.8787978,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
201474711.4252375,0,0.12249381048282916,861426839.8174951,0,0.6417637343625009,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,130913014.94213559,0,0.12777807285325568,2065486298.6402206,0,3.629895217065922,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2883158135.9393215,0,1.9931137271694461,0.0,0,0.0,211536634.1243618,0,0.35975792379151217,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,181710989.80060893,0,0.17610015956235284,2071886299.1702247,0,3.6472299548610816,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2037819738.1678586,0,3.5920888575613263,10137227.97370422,0,0.004406342944792094,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,141566556.46525398,0,0.12923149763607866,2228189662.639975,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,138695690.69243672,0,0.12923149763607866,2183003613.0705037,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,131809141.68611702,0,0.12923149763607866,2074612636.4847922,0,3.6545857215111264,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3247223776.5197964,0,1.9931137271694461,0.0,0,0.0,156399895.7563026,0,0.24143892772235956,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,37657253.077687174,0,0.057129589570256156,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,203067015.11707324,0,0.17396804793426113,2048413039.81607,0,3.2085172764833247,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,715568198.5716517,0,1.0841066491846438,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
2997313026.467727,0,1.962845127468208,0.0,0,0.0,145432152.38559744,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3059354488.139288,0,1.962845127468208,0.0,0,0.0,148442456.3573107,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3208177735.2135105,0,1.962845127468208,0.0,0,0.0,155663485.64450675,0,0.23967482307487997,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3281331914.7694335,0,2.019557297148997,0.0,0,0.0,6443035.832839741,0,0.01107381301578168,5012629.517185811,0,0.0024572992816691763,7274588.087106533,0,0.006303710793139882,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,19388601.171317466,0,0.033387357295649206,9906039.079980262,0,0.004850086032603211,7406316.798948777,0,0.006425960689696203,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
0.0,0,0.0,10360904.863336677,0,0.00967285552057871,71982452.38178284,0,0.12404650205983866,15470254.611577924,0,0.007771820720118515,22971034.30348086,0,0.019975005312813935,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,18472536.781827822,0,0.016470901884688798,0.0,0,0.0,4358125.120788396,0,0.0020767285582868884,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,35817173.17931015,0,0.06099630275165338,5312448.38059616,0,0.0025662962762697996,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,2828461.1034033317,0,0.0014393096423797086,15038996.875657992,0,0.01306115332289498,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,70811205.2800023,0,0.06073417379219776,0.0,0.0
2589801757.350751,0,2.0111089805935913,0.0,0,0.0,5119436.038295586,0,0.011140762474307795,5165782.820744034,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3270436356.7088275,0,2.0111089805935913,0.0,0,0.0,6464892.418103229,0,0.011140762474307795,6523419.755921911,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
3118725012.099485,0,2.0111089805935913,0.0,0,0.0,6164994.3572547985,0,0.011140762474307795,6220806.686998591,0,0.0032080175753840265,0.0,0,0.0,0.0,0.0
0.0,0,0.0,41439536.79893689,0,0.05007068378995092,36717334.081260145,0,0.08406171673938824,1941473.5435517302,0,0.0012943413757021632,64772254.279692754,0,0.07431012917652924,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
2446212985.007503,0,2.019557297148997,17890601.935276467,0,0.02145528480366667,24876875.709552504,0,0.056441294945247286,0.0,0,0.0,46730896.65073228,0,0.053639640713628214,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,57510652.07456928,0,0.06610458198960217,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,7736047.605662955,0,0.009701300323538302,79962218.34511387,0,0.18350098372881393,4432585.478706657,0,0.0029642712584374248,66615741.80978817,0,0.07669551810499836,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,65087790.006721795,0,0.07479341696412421,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,4824097.749268544,0,0.01115949790853939,3276353.3349487623,0,0.0021800103635194732,79046672.17793554,0,0.09099717088167872,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,4562673.645390036,0,0.0030056072784530414,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,0.0,0,0.0,0.0,0.0
0.0,0,0.0,53087388.847446926,0,0.05021694491501434,91226319.39916137,0,0.1623772212171441,4191003.3527801028,0,0.0021800103635194732,83060166.7656863,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,44083980.60004882,0,0.05021694491501434,75754701.48217496,0,0.1623772212171441,3480225.9917061804,0,0.0021800103635194732,68973495.5858811,0,0.07460073355429642,0.0,0.0
0.0,0,0.0,41501528.119436115,0,0.05021694491501434,71316968.90680718,0,0.1623772212171441,3276353.3349487623,0,0.0021800103635194732,64933008.03580512,0,0.07460073355429642,0.0,0.0
1729442029.2797413,0,0.9423085593220162,16057673.690962045,0,0.01180852998657827,21066291.861731857,0,0.02981123792954733,188103226.893388,0,0.057731740057423465,0.0,0,0.0,0.0,0.0
1413419778.4207618,0,0.7732199792163781,16146937.354134765,0,0.011904314525941154,21079296.05353658,0,0.029838053267066754,170272021.15526032,0,0.0499403508530164,0.0,0,0.0,0.0,0.0
1729442029.2797413,0,0.9423085593220162,16057673.690962045,0,0.01180852998657827,21066291.861731857,0,0.02981123792954733,190221246.11209723,0,0.05865721376445896,0.0,0,0.0,0.0,0.0
1729442029.2797413,0,0.9423085593220162,16057673.690962045,0,0.01180852998657827,21066291.861731857,0,0.02981123792954733,188103226.893388,0,0.057731740057423465,0.0,0,0.0,0.0,0.0
3839416882.402485,0,2.037868241422246,0.0,0,0.0,0.0,0,0.0,777344.911781266,0,0.00016808552347721345,0.0,0,0.0,0.0,0.0
1729442029.2797413,0,0.9423085593220162,16057673.690962045,0,0.01180852998657827,21066291.861731857,0,0.02981123792954733,188103226.893388,0,0.057731740057423465,0.0,0,0.0,0.0,0.0
